forecast_origin,timestamp,turbine_id,wind_speed,temperature,latitude,longitude,weather_valid_time,weather_source
2026-01-31T00:00:00+05:00,2026-01-31T13:00:00+05:00,1,8.86,6.30,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T14:00:00+05:00,1,8.67,6.30,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T15:00:00+05:00,1,8.51,5.70,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T16:00:00+05:00,1,8.38,3.80,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T17:00:00+05:00,1,6.98,1.60,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T18:00:00+05:00,1,5.72,0.40,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T19:00:00+05:00,1,4.23,-0.30,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T20:00:00+05:00,1,2.49,-0.30,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T21:00:00+05:00,1,1.15,0.40,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T22:00:00+05:00,1,1.21,0.50,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T23:00:00+05:00,1,1.91,-0.20,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T00:00:00+05:00,1,1.66,-0.60,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T01:00:00+05:00,1,1.65,-1.20,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T02:00:00+05:00,1,0.76,-1.30,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T03:00:00+05:00,1,0.96,-1.40,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T04:00:00+05:00,1,1.00,-1.30,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T05:00:00+05:00,1,0.97,-1.40,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T06:00:00+05:00,1,0.82,-1.80,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T07:00:00+05:00,1,1.26,-2.40,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T08:00:00+05:00,1,3.05,-1.80,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T09:00:00+05:00,1,3.67,0.10,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T10:00:00+05:00,1,3.47,1.80,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T11:00:00+05:00,1,4.20,3.30,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T12:00:00+05:00,1,4.69,4.40,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T13:00:00+05:00,1,4.80,5.30,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T14:00:00+05:00,1,4.55,5.80,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T15:00:00+05:00,1,4.65,5.40,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T16:00:00+05:00,1,5.98,3.60,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T17:00:00+05:00,1,5.91,1.00,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T18:00:00+05:00,1,6.06,0.30,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T19:00:00+05:00,1,6.03,0.20,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T20:00:00+05:00,1,6.49,-0.10,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T21:00:00+05:00,1,6.50,-0.30,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T22:00:00+05:00,1,6.58,-0.50,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T23:00:00+05:00,1,6.22,-0.80,43.645150,78.535604,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T00:00:00+05:00,2,7.44,-3.20,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T01:00:00+05:00,2,7.38,-3.60,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T02:00:00+05:00,2,7.73,-3.80,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T03:00:00+05:00,2,8.25,-3.90,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T04:00:00+05:00,2,8.23,-3.90,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T05:00:00+05:00,2,8.25,-4.00,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T06:00:00+05:00,2,8.50,-4.20,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T07:00:00+05:00,2,8.79,-4.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T08:00:00+05:00,2,8.85,-3.10,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T09:00:00+05:00,2,8.91,0.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T10:00:00+05:00,2,8.32,3.10,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T11:00:00+05:00,2,8.80,4.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T12:00:00+05:00,2,8.84,5.50,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T13:00:00+05:00,2,8.86,6.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T14:00:00+05:00,2,8.67,6.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T15:00:00+05:00,2,8.51,5.70,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T16:00:00+05:00,2,8.38,3.80,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T17:00:00+05:00,2,6.98,1.60,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T18:00:00+05:00,2,5.72,0.40,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T19:00:00+05:00,2,4.23,-0.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T20:00:00+05:00,2,2.49,-0.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T21:00:00+05:00,2,1.15,0.40,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T22:00:00+05:00,2,1.21,0.50,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-01-31T23:00:00+05:00,2,1.91,-0.20,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T00:00:00+05:00,2,1.66,-0.60,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T01:00:00+05:00,2,1.65,-1.20,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T02:00:00+05:00,2,0.76,-1.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T03:00:00+05:00,2,0.96,-1.40,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T04:00:00+05:00,2,1.00,-1.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T05:00:00+05:00,2,0.97,-1.40,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T06:00:00+05:00,2,0.82,-1.80,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T07:00:00+05:00,2,1.26,-2.40,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T08:00:00+05:00,2,3.05,-1.80,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T09:00:00+05:00,2,3.67,0.10,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T10:00:00+05:00,2,3.47,1.80,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T11:00:00+05:00,2,4.20,3.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T12:00:00+05:00,2,4.69,4.40,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T13:00:00+05:00,2,4.80,5.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T14:00:00+05:00,2,4.55,5.80,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T15:00:00+05:00,2,4.65,5.40,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T16:00:00+05:00,2,5.98,3.60,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T17:00:00+05:00,2,5.91,1.00,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T18:00:00+05:00,2,6.06,0.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T19:00:00+05:00,2,6.03,0.20,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T20:00:00+05:00,2,6.49,-0.10,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T21:00:00+05:00,2,6.50,-0.30,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T22:00:00+05:00,2,6.58,-0.50,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-01-31T00:00:00+05:00,2026-02-01T23:00:00+05:00,2,6.22,-0.80,43.643198,78.538828,2026-01-30T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-30T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T00:00:00+05:00,1,1.65,-1.10,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T01:00:00+05:00,1,1.47,-2.10,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T02:00:00+05:00,1,0.34,-1.60,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T03:00:00+05:00,1,0.60,-0.90,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T04:00:00+05:00,1,0.85,-1.10,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T05:00:00+05:00,1,1.72,-1.60,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T06:00:00+05:00,1,3.24,-2.00,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T07:00:00+05:00,1,4.07,-2.50,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T08:00:00+05:00,1,4.25,-0.90,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T09:00:00+05:00,1,4.88,0.80,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T10:00:00+05:00,1,3.56,2.20,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T11:00:00+05:00,1,2.84,3.60,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T12:00:00+05:00,1,3.12,4.90,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T13:00:00+05:00,1,3.61,5.80,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T14:00:00+05:00,1,3.59,6.20,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T15:00:00+05:00,1,4.15,5.40,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T16:00:00+05:00,1,4.72,3.40,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T17:00:00+05:00,1,5.12,0.20,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T18:00:00+05:00,1,5.64,0.70,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T19:00:00+05:00,1,5.60,0.50,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T20:00:00+05:00,1,5.77,0.30,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T21:00:00+05:00,1,5.87,-0.10,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T22:00:00+05:00,1,5.74,-0.50,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-01T23:00:00+05:00,1,6.09,-0.50,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-02T00:00:00+05:00,1,6.23,-0.70,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-02T01:00:00+05:00,1,6.42,-0.90,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-02T02:00:00+05:00,1,6.42,-1.20,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-02T03:00:00+05:00,1,6.36,-1.40,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-02T04:00:00+05:00,1,6.44,-1.70,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-02T05:00:00+05:00,1,6.58,-2.00,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-02T06:00:00+05:00,1,6.64,-2.30,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-02T07:00:00+05:00,1,6.69,-2.50,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
2026-02-01T00:00:00+05:00,2026-02-02T08:00:00+05:00,1,6.78,-1.30,43.645150,78.535604,2026-01-31T23:00:00+05:00,open-meteo:single-runs:ecmwf_ifs:run=2026-01-31T12:00Z
